START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
2016-10-6 18:37,2016-10-6 18:39,Business,Unknown Location,Unknown Location,18.4,
2016-10-6 19:46,2016-10-6 20:26,Business,Unknown Location,Unknown Location,13.8,
2016-10-7 10:56,2016-10-7 10:59,Business,Unknown Location,Lahore,33.2,
2016-10-7 11:27,2016-10-7 11:50,Business,Lahore,Lahore,2.6,
2016-10-7 13:52,2016-10-7 14:08,Business,Lahore,Unknown Location,5.8,
2016-10-7 14:29,2016-10-7 15:11,Business,Unknown Location,Lahore,8.3,
2016-10-7 15:47,2016-10-7 16:02,Business,Lahore,Lahore,2.4,
2016-10-7 18:08,2016-10-7 18:27,Business,Lahore,Lahore,3.1,
2016-10-7 18:33,2016-10-7 19:01,Business,Lahore,Lahore,6.1,
2016-10-8 15:03,2016-10-8 15:03,Business,Karachi,Karachi,3.6,
2016-10-8 18:15,2016-10-8 18:18,Business,Karachi,Unknown Location,8,
2016-10-9 14:04,2016-10-9 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site
2016-10-10 17:22,2016-10-10 17:28,Business,Islamabad,Islamabad,1.7,
2016-10-10 17:33,2016-10-10 18:13,Business,Islamabad,Unknown Location,9.5,
2016-10-11 1:27,2016-10-11 2:08,Business,Unknown Location,R?walpindi,17.1,Meeting
2016-10-12 19:18,2016-10-12 19:21,Business,R?walpindi,Unknown Location,18.4,
2016-10-13 11:20,2016-10-13 11:58,Business,Unknown Location,Islamabad,9.8,
2016-10-13 12:08,2016-10-13 12:14,Business,Islamabad,Islamabad,1,
2016-10-13 13:02,2016-10-13 13:02,Business,Islamabad,Islamabad,0.7,
2016-10-13 13:37,2016-10-13 13:46,Business,Islamabad,Islamabad,2.3,
2016-10-13 16:08,2016-10-13 16:53,Business,Islamabad,Unknown Location,10.9,
2016-10-14 8:50,2016-10-14 9:44,Business,Unknown Location,R?walpindi,12.7,
2016-10-14 10:16,2016-10-14 10:52,Business,R?walpindi,Unknown Location,12.4,
2016-10-14 15:56,2016-10-14 16:20,Business,Unknown Location,Unknown Location,3.8,
2016-10-14 23:54,2016-10-15 2:06,Business,Unknown Location,R?walpindi,17,Meeting
2016-10-15 22:28,2016-10-15 22:48,Business,Morrisville,Morrisville,6.2,
2016-10-16 0:01,2016-10-16 0:14,Business,Morrisville,Cary,3.1,
2016-10-16 12:52,2016-10-16 13:11,Business,Cary,Durham,10.5,Meeting
2016-10-16 14:40,2016-10-16 15:01,Business,Durham,Morrisville,8.1,
2016-10-16 15:10,2016-10-16 15:19,Business,Morrisville,Cary,3.1,
2016-10-16 19:27,2016-10-16 19:33,Business,Whitebridge,Parkway,2.1,Meeting
2016-10-16 20:30,2016-10-16 20:39,Business,Cary,Morrisville,4.3,
2016-10-16 21:34,2016-10-16 21:41,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-10-17 15:19,2016-10-17 15:57,Business,Cary,Raleigh,20.6,
2016-10-17 16:29,2016-10-17 17:11,Business,Raleigh,Cary,17.6,
2016-10-17 18:02,2016-10-17 18:16,Business,Cary,Apex,5.6,
2016-10-17 18:31,2016-10-17 18:45,Business,Apex,Apex,3.3,
2016-10-17 19:08,2016-10-17 19:25,Business,Apex,Cary,5.3,
2016-10-18 8:12,2016-10-18 8:22,Business,Whitebridge,Edgehill Farms,3.3,
2016-10-18 8:53,2016-10-18 9:02,Business,Edgehill Farms,Whitebridge,3.3,
2016-10-18 10:41,2016-10-18 11:09,Business,Cary,Morrisville,7.9,Temporary Site
2016-10-18 18:12,2016-10-18 18:33,Business,Oakland,Emeryville,13,
2016-10-18 19:03,2016-10-18 19:13,Business,Emeryville,Berkeley,3,
2016-10-18 20:31,2016-10-18 20:37,Business,Berkeley,Emeryville,3,
2016-10-19 9:33,2016-10-19 9:47,Business,Emeryville,Oakland,3.8,
2016-10-19 9:54,2016-10-19 10:21,Business,Oakland,San Francisco,9.5,
2016-10-19 13:45,2016-10-19 13:56,Business,SOMISSPO,French Quarter,1.7,
2016-10-19 14:02,2016-10-19 14:31,Business,San Francisco,Berkeley,10.8,
2016-10-19 15:44,2016-10-19 16:02,Business,West Berkeley,North Berkeley Hills,4.1,
2016-10-19 16:06,2016-10-19 16:19,Business,North Berkeley Hills,Southside,2.2,
2016-10-19 16:33,2016-10-19 17:01,Business,Berkeley,Emeryville,4.6,
2016-10-20 11:26,2016-10-20 11:34,Business,Emeryville,Berkeley,3.1,
2016-10-20 12:19,2016-10-20 13:17,Business,Berkeley,San Jose,47.7,
2016-10-20 20:44,2016-10-20 21:37,Business,San Jose,Emeryville,44.6,
2016-10-21 10:06,2016-10-21 10:21,Business,Emeryville,Oakland,13.2,
2016-10-22 0:54,2016-10-22 1:09,Business,Morrisville,Cary,8.7,
2016-10-22 13:26,2016-10-22 14:03,Business,Cary,Raleigh,17.2,
2016-10-22 17:08,2016-10-22 17:55,Business,Raleigh,Cary,14,
2016-10-23 9:24,2016-10-23 10:05,Business,Cary,Raleigh,28.1,
2016-10-23 12:17,2016-10-23 12:59,Business,Raleigh,Cary,28.2,
2016-10-23 19:04,2016-10-23 19:14,Business,Cary,Morrisville,3.1,Meal/Entertain
2016-10-23 21:10,2016-10-23 21:25,Business,Morrisville,Cary,3.1,Customer Visit
2016-10-24 14:57,2016-10-24 15:26,Business,Cary,Durham,16.4,
2016-10-24 15:33,2016-10-24 16:13,Business,Durham,Morrisville,15.4,
2016-10-24 16:34,2016-10-24 16:41,Business,Morrisville,Cary,2.2,
2016-10-25 13:27,2016-10-25 14:08,Business,Cary,Apex,11.2,
2016-10-25 15:04,2016-10-25 15:11,Business,Apex,Eagle Rock,2.2,
2016-10-25 15:16,2016-10-25 15:33,Business,Eagle Rock,Cary,3.6,
2016-10-25 20:00,2016-10-25 20:11,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
2016-10-25 20:54,2016-10-25 21:03,Business,Savon Height,Parkway,4.9,
2016-10-25 22:24,2016-10-25 22:45,Business,Parkway,Whitebridge,8.7,Errand/Supplies
2016-10-26 19:25,2016-10-26 19:31,Business,Whitebridge,Parkway,2.1,Meeting
2016-10-26 20:53,2016-10-26 21:03,Business,Parkway,Whitebridge,2.1,
2016-10-27 18:51,2016-10-27 19:16,Business,Cary,Morrisville,8.4,Meeting
2016-10-27 19:20,2016-10-27 19:35,Business,Morrisville,Morrisville,5.9,
2016-10-27 19:52,2016-10-27 20:21,Business,Huntington Woods,Huntington Woods,12.1,
2016-10-27 20:47,2016-10-27 20:54,Business,Huntington Woods,Weston,3.9,
2016-10-27 21:26,2016-10-27 21:48,Business,Morrisville,Cary,6.2,
2016-10-28 11:34,2016-10-28 11:52,Business,Cary,Durham,10.4,Meeting
2016-10-28 13:06,2016-10-28 13:36,Business,Durham,Cary,9.9,Meeting
2016-10-28 15:53,2016-10-28 17:59,Business,Cary,Winston Salem,107,Meeting
2016-10-28 18:13,2016-10-28 20:07,Business,Winston Salem,Asheville,133.6,Meeting
2016-10-28 20:13,2016-10-28 22:00,Business,Asheville,Topton,91.8,Meeting
2016-10-29 15:22,2016-10-29 17:05,Business,Topton,Hayesville,40.7,Meeting
2016-10-29 17:13,2016-10-29 19:19,Business,Hayesville,Topton,75.7,
2016-10-30 7:49,2016-10-30 8:30,Business,Topton,Bryson City,29.8,
2016-10-30 9:07,2016-10-30 10:09,Business,Bryson City,Bryson City,16.3,
2016-10-30 10:11,2016-10-30 10:38,Business,Bryson City,Bryson City,6.5,
2016-10-30 10:51,2016-10-30 11:21,Business,Bryson City,Bryson City,6.3,
2016-10-30 12:24,2016-10-30 12:35,Business,Bryson City,Almond,6.6,
2016-10-30 12:58,2016-10-30 13:18,Business,Almond,Bryson City,15.2,
2016-10-30 13:24,2016-10-30 14:37,Business,Bryson City,Asheville,68.4,
2016-10-30 15:22,2016-10-30 18:23,Business,Asheville,Mebane,195.9,
2016-10-30 18:26,2016-10-30 19:39,Business,Mebane,Cary,45.2,
2016-10-31 18:11,2016-10-31 18:20,Business,Cary,Morrisville,3.2,
2016-10-31 18:47,2016-10-31 19:16,Business,Morrisville,Raleigh,10.3,
2016-10-31 20:18,2016-10-31 20:44,Business,Raleigh,Cary,13.1,
2016-10-31 21:45,2016-10-31 22:10,Business,Savon Height,Whitebridge,9.6,Errand/Supplies
2016-11-1 11:50,2016-11-1 12:27,Business,Cary,Durham,16.5,
2016-11-1 16:29,2016-11-1 17:02,Business,Durham,Cary,12.8,
2016-11-1 17:35,2016-11-1 17:42,Business,Whitebridge,Whitebridge,1.2,
2016-11-1 19:14,2016-11-1 19:20,Business,Whitebridge,Whitebridge,1,
2016-11-1 19:59,2016-11-1 20:12,Business,Whitebridge,Whitebridge,4.1,
2016-11-1 20:41,2016-11-1 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
2016-11-2 15:10,2016-11-2 15:18,Business,Whitebridge,Westpark Place,1.4,
2016-11-2 15:45,2016-11-2 15:52,Business,Westpark Place,Whitebridge,1.8,
2016-11-2 16:46,2016-11-2 17:11,Business,Cary,Morrisville,8.5,Meeting
2016-11-2 17:34,2016-11-2 17:49,Business,Morrisville,Morrisville,5,
2016-11-2 17:53,2016-11-2 18:00,Business,Morrisville,Cary,3.8,
2016-11-3 11:28,2016-11-3 11:34,Business,Whitebridge,Hazelwood,2.5,
2016-11-3 12:43,2016-11-3 12:49,Business,Hazelwood,Whitebridge,2.4,
2016-11-3 13:42,2016-11-3 13:47,Business,Whitebridge,Westpark Place,1.4,
2016-11-3 14:13,2016-11-3 14:26,Business,Westpark Place,Whitebridge,1.8,
2016-11-3 18:51,2016-11-3 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
2016-11-3 22:46,2016-11-3 22:58,Business,Morrisville,Cary,3.1,Customer Visit
2016-11-4 10:02,2016-11-4 10:18,Business,Cary,Morrisville,7.9,Temporary Site
2016-11-4 18:14,2016-11-4 18:21,Business,San Jose,Santa Clara,3.8,
2016-11-4 21:04,2016-11-4 21:20,Business,Agnew,Cory,4.3,
2016-11-4 22:12,2016-11-4 22:25,Business,Cory,Agnew,3.9,
2016-11-5 8:34,2016-11-5 8:43,Business,Agnew,Renaissance,2.2,
2016-11-5 17:29,2016-11-5 17:40,Business,Renaissance,Agnew,2.8,
2016-11-5 19:20,2016-11-5 19:28,Business,Agnew,Agnew,2.2,
2016-11-6 10:50,2016-11-6 11:04,Business,Agnew,Renaissance,2.4,
2016-11-6 16:05,2016-11-6 16:22,Business,Renaissance,Agnew,2.8,Meeting
2016-11-6 16:27,2016-11-6 17:28,Business,Santa Clara,Berkeley,43.9,Customer Visit
2016-11-6 19:04,2016-11-6 19:12,Business,Downtown,West Berkeley,1.8,
2016-11-6 20:06,2016-11-6 20:21,Business,West Berkeley,Central,3.3,
2016-11-7 12:28,2016-11-7 12:57,Business,Berkeley,San Francisco,11.8,Between Offices
2016-11-7 19:17,2016-11-7 19:57,Business,San Francisco,Berkeley,13.2,Between Offices
2016-11-8 10:29,2016-11-8 10:57,Business,Berkeley,San Francisco,12.2,Between Offices
2016-11-8 12:16,2016-11-8 12:49,Business,San Francisco,Berkeley,11.3,Meeting
2016-11-8 13:41,2016-11-8 14:01,Business,Berkeley,Emeryville,3.6,
2016-11-8 16:21,2016-11-8 16:34,Business,Emeryville,Berkeley,3,
2016-11-9 13:08,2016-11-9 13:41,Business,Berkeley,San Francisco,11.4,
2016-11-9 15:58,2016-11-9 16:04,Business,NOMA,Downtown,0.9,
2016-11-9 17:31,2016-11-9 18:03,Business,Downtown,Sunnyside,6.2,
2016-11-9 18:09,2016-11-9 18:14,Business,Sunnyside,Ingleside,0.7,
2016-11-9 18:21,2016-11-9 18:35,Business,Ingleside,Potrero Flats,5.5,Meeting
2016-11-9 18:40,2016-11-9 19:17,Business,San Francisco,Oakland,12.7,Customer Visit
2016-11-9 20:52,2016-11-9 21:02,Business,Oakland,Berkeley,2.6,
2016-11-9 21:56,2016-11-9 22:02,Business,Central,Central,1.1,
2016-11-10 9:46,2016-11-10 10:15,Business,Berkeley,San Francisco,12.6,Temporary Site
2016-11-10 10:20,2016-11-10 10:31,Business,Tenderloin,SOMISSPO,1.2,
2016-11-10 14:57,2016-11-10 15:07,Business,SOMISSPO,Tenderloin,1.1,
2016-11-10 15:17,2016-11-10 15:22,Business,San Francisco,Oakland,9.9,Temporary Site
2016-11-10 15:30,2016-11-10 15:53,Business,Oakland,Berkeley,6,Meeting
2016-11-10 19:18,2016-11-10 19:21,Business,West Berkeley,Central,0.8,
2016-11-11 9:35,2016-11-11 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit
2016-11-11 12:58,2016-11-11 13:13,Business,Menlo Park,Palo Alto,4,
2016-11-11 14:20,2016-11-11 14:32,Business,Palo Alto,Menlo Park,2.5,
2016-11-11 14:39,2016-11-11 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit
2016-11-11 18:30,2016-11-11 18:43,Business,Central,College Avenue,2.9,
2016-11-11 21:08,2016-11-11 21:18,Business,College Avenue,Central,2.6,
2016-11-12 10:32,2016-11-12 10:52,Business,Central,South,2.3,
2016-11-12 10:55,2016-11-12 11:25,Business,South,Downtown,6.4,
2016-11-12 13:07,2016-11-12 13:15,Business,Downtown,Central,1.4,
2016-11-12 13:46,2016-11-12 13:50,Business,Central,West Berkeley,0.6,
2016-11-12 14:22,2016-11-12 14:53,Business,West Berkeley,South,5.9,Meeting
2016-11-12 15:14,2016-11-12 15:21,Business,South,Southwest Berkeley,0.8,
2016-11-12 15:25,2016-11-12 15:36,Business,Berkeley,Emeryville,1.3,
2016-11-12 15:40,2016-11-12 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies
2016-11-13 8:54,2016-11-13 9:02,Business,Central,Central,2.3,
2016-11-13 9:27,2016-11-13 9:53,Business,Central,Central,2.6,
2016-11-13 10:31,2016-11-13 10:37,Business,Central,Southside,1.9,
2016-11-13 11:04,2016-11-13 11:16,Business,Southside,West Berkeley,2.1,
2016-11-13 12:22,2016-11-13 12:51,Business,West Berkeley,Southside,4,Meeting
2016-11-13 13:05,2016-11-13 13:11,Business,Southside,South Berkeley,0.9,
2016-11-13 13:14,2016-11-13 13:18,Business,South Berkeley,Southside,0.9,
2016-11-13 14:35,2016-11-13 14:46,Business,Southside,Central,2.4,
2016-11-13 15:14,2016-11-13 15:24,Business,Central,Southside,1.9,
2016-11-13 15:47,2016-11-13 15:59,Business,Southside,Central,1.9,
2016-11-14 11:24,2016-11-14 12:13,Business,Berkeley,Mountain View,44.6,Customer Visit
2016-11-14 13:40,2016-11-14 14:33,Business,Mountain View,Berkeley,43.6,Customer Visit
2016-11-14 15:27,2016-11-14 15:36,Business,Berkeley,Emeryville,2.5,
2016-11-14 20:19,2016-11-14 20:30,Business,Emeryville,Berkeley,3.7,Errand/Supplies
2016-11-15 13:59,2016-11-15 14:06,Business,Berkeley,Oakland,5.1,
2016-11-15 14:09,2016-11-15 14:26,Business,Oakland,San Francisco,9.7,Temporary Site
2016-11-15 20:44,2016-11-15 21:00,Business,San Francisco,Berkeley,11.8,Temporary Site
2016-11-16 20:21,2016-11-16 20:27,Business,Berkeley,El Cerrito,2.3,Temporary Site
2016-11-16 22:52,2016-11-16 23:02,Business,El Cerrito,Berkeley,3.1,Meal/Entertain
2016-11-17 10:13,2016-11-17 10:44,Business,Berkeley,Oakland,16.3,Customer Visit
2016-11-18 20:09,2016-11-18 20:19,Business,Cary,Morrisville,3.1,Meal/Entertain
2016-11-18 21:23,2016-11-18 21:34,Business,Morrisville,Cary,5.2,Meal/Entertain
2016-11-18 21:56,2016-11-18 22:21,Business,Krendle Woods,Whitebridge,6.1,Meeting
2016-11-19 13:51,2016-11-19 14:10,Business,Cary,Durham,10.3,Meeting
2016-11-19 14:30,2016-11-19 14:51,Business,Durham,Cary,10.5,Meeting
2016-11-19 16:01,2016-11-19 16:06,Business,Cary,Cary,1.5,
2016-11-19 16:27,2016-11-19 16:41,Business,Cary,Cary,1.8,
2016-11-19 17:41,2016-11-19 17:54,Business,Cary,Apex,5.4,Errand/Supplies
2016-11-19 21:14,2016-11-19 21:35,Business,Apex,Cary,5.4,Customer Visit
2016-11-20 10:27,2016-11-20 11:32,Business,Cary,Cary,39.2,Between Offices
2016-11-20 11:58,2016-11-20 12:28,Business,Cary,Cary,6.4,Customer Visit
2016-11-20 14:58,2016-11-20 15:07,Business,Cary,Cary,2.7,Meeting
2016-11-20 17:45,2016-11-20 18:37,Business,Cary,Cary,18.5,Errand/Supplies
2016-11-21 13:37,2016-11-21 13:49,Business,Cary,Cary,2.5,Meal/Entertain
2016-11-21 14:34,2016-11-21 14:44,Business,Cary,Cary,2.1,Meal/Entertain
2016-11-21 17:50,2016-11-21 18:04,Business,Cary,Unknown Location,6.7,Errand/Supplies
2016-11-21 18:18,2016-11-21 18:27,Business,Unknown Location,Morrisville,3.5,Meal/Entertain
2016-11-21 18:43,2016-11-21 18:51,Business,Morrisville,Cary,3.4,Errand/Supplies
2016-11-22 15:12,2016-11-22 15:27,Business,Cary,Cary,5.5,Meeting
2016-11-22 15:31,2016-11-22 15:44,Business,Cary,Cary,4.1,Meeting
2016-11-22 15:51,2016-11-22 16:43,Business,Cary,Cary,12.7,Customer Visit
2016-11-22 18:18,2016-11-22 18:28,Business,Cary,Morrisville,3,Meal/Entertain
2016-11-22 21:02,2016-11-22 21:14,Business,Morrisville,Cary,3.5,Customer Visit
2016-11-23 15:34,2016-11-23 15:50,Business,Cary,Cary,5.9,Meal/Entertain
2016-11-23 16:18,2016-11-23 16:29,Business,Cary,Cary,1.9,
2016-11-23 16:49,2016-11-23 17:00,Business,Cary,Cary,3.3,
2016-11-23 18:37,2016-11-23 18:47,Business,Cary,Cary,1.3,
2016-11-25 11:47,2016-11-25 12:04,Business,Cary,Durham,10.3,Meeting
2016-11-25 13:13,2016-11-25 13:31,Business,Durham,Cary,11.1,Meeting
2016-11-26 15:54,2016-11-26 15:59,Business,Cary,Cary,1.4,
2016-11-26 17:00,2016-11-26 17:12,Business,Cary,Apex,5.1,Meeting
2016-11-26 17:36,2016-11-26 17:56,Business,Apex,Holly Springs,9,Meeting
2016-11-26 18:29,2016-11-26 19:04,Business,Holly Springs,Cary,13.3,Between Offices
2016-11-26 19:47,2016-11-26 19:54,Business,Cary,Cary,2.5,Errand/Supplies
2016-11-27 15:59,2016-11-27 16:06,Business,Cary,Morrisville,3.3,Meal/Entertain
2016-11-27 18:55,2016-11-27 19:09,Business,Morrisville,Cary,2.9,
2016-11-30 11:03,2016-11-30 11:34,Business,Cary,Raleigh,8.5,Customer Visit
2016-11-30 11:53,2016-11-30 12:35,Business,Raleigh,Morrisville,6.7,Temporary Site
2016-11-30 12:43,2016-11-30 12:53,Business,Morrisville,Cary,3.1,
2016-12-1 7:44,2016-12-1 7:59,Business,Cary,Cary,5.5,Meeting
2016-12-1 8:37,2016-12-1 8:53,Business,Cary,Cary,5.5,Errand/Supplies
2016-12-1 18:00,2016-12-1 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
2016-12-1 20:36,2016-12-1 20:46,Business,Morrisville,Cary,2.9,Customer Visit
2016-12-2 12:12,2016-12-2 12:23,Business,Cary,Apex,5.1,Meal/Entertain
2016-12-2 13:07,2016-12-2 13:22,Business,Apex,Cary,5.3,Customer Visit
2016-12-2 20:41,2016-12-2 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
2016-12-2 22:59,2016-12-2 23:07,Business,Morrisville,Cary,3,Customer Visit
2016-12-3 18:35,2016-12-3 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
2016-12-3 19:08,2016-12-3 19:15,Business,Wake Co.,Morrisville,1.8,
2016-12-3 20:31,2016-12-3 20:41,Business,Morrisville,Cary,3,Customer Visit
2016-12-4 18:56,2016-12-4 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain
2016-12-4 20:23,2016-12-4 20:34,Business,Morrisville,Cary,3.4,Customer Visit
2016-12-5 18:04,2016-12-5 18:17,Business,Cary,Cary,4.1,
2016-12-5 19:22,2016-12-5 19:37,Business,Cary,Cary,3.8,Meal/Entertain
2016-12-7 12:03,2016-12-7 12:32,Business,Cary,Cary,6.6,Meeting
2016-12-7 12:35,2016-12-7 12:46,Business,Cary,Cary,4,Meeting
2016-12-7 19:53,2016-12-7 20:13,Business,Cary,Cary,7,Customer Visit
2016-12-7 21:13,2016-12-7 21:50,Business,Cary,Cary,6.9,Meal/Entertain
2016-12-8 14:19,2016-12-8 14:32,Business,Cary,Cary,3.4,Errand/Supplies
2016-12-8 14:53,2016-12-8 15:02,Business,Cary,Cary,3.4,Errand/Supplies
2016-12-8 19:22,2016-12-8 19:27,Business,Cary,Cary,2,Meeting
2016-12-8 21:26,2016-12-8 21:31,Business,Cary,Cary,2,Errand/Supplies
2016-12-9 12:09,2016-12-9 12:24,Business,Cary,Apex,5.1,Errand/Supplies
2016-12-9 13:15,2016-12-9 13:43,Business,Apex,Cary,8.8,Temporary Site
2016-12-9 20:11,2016-12-9 20:34,Business,Cary,Cary,5.6,Meeting
2016-12-9 22:03,2016-12-9 22:57,Business,Cary,Cary,18.9,Customer Visit
2016-12-10 12:43,2016-12-10 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting
2016-12-10 14:42,2016-12-10 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
2016-12-10 18:17,2016-12-10 18:27,Business,Cary,Morrisville,3,Meal/Entertain
2016-12-10 22:09,2016-12-10 22:21,Business,Morrisville,Cary,3.1,Customer Visit
2016-12-11 16:06,2016-12-11 16:16,Business,Cary,Morrisville,3,Meal/Entertain
2016-12-11 19:05,2016-12-11 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies
2016-12-11 21:48,2016-12-11 21:56,Business,Cary,Cary,2.1,Errand/Supplies
2016-12-12 13:22,2016-12-12 13:32,Business,Cary,Cary,3.1,Errand/Supplies
2016-12-12 13:36,2016-12-12 13:51,Business,Cary,Apex,4.4,Meal/Entertain
2016-12-12 14:26,2016-12-12 14:39,Business,Apex,Cary,4.7,Customer Visit
2016-12-12 17:51,2016-12-12 18:01,Business,Cary,Morrisville,3,Meal/Entertain
