START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
2016-2-26 14:38,2016-2-26 14:46,Personal,Whitebridge,Westpark Place,1.9,
2016-2-26 15:00,2016-2-26 15:18,Personal,Westpark Place,Hazelwood,4.2,
2016-2-26 17:01,2016-2-26 17:12,Personal,Hazelwood,Whitebridge,2,
2016-2-28 5:22,2016-2-28 5:38,Business,Whitebridge,Waverly Place,7.7,Meeting
2016-2-28 9:26,2016-2-28 9:42,Business,Waverly Place,Whitebridge,6.8,Meeting
2016-2-29 11:07,2016-2-29 11:14,Personal,Whitebridge,Westpark Place,2.1,
2016-2-29 11:30,2016-2-29 11:40,Business,Cary,Apex,3.8,Meeting
2016-2-29 12:36,2016-2-29 12:48,Business,Apex,Cary,5.6,Meeting
2016-2-29 14:55,2016-2-29 15:03,Business,Whitebridge,Hazelwood,2.6,
2016-2-29 16:40,2016-2-29 17:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit
2016-3-1 18:47,2016-3-1 19:10,Business,Whitebridge,Wayne Ridge,8,Meal/Entertain
2016-3-1 21:27,2016-3-1 21:45,Business,Wayne Ridge,Whitebridge,8,Meeting
2016-3-3 9:45,2016-3-3 9:52,Personal,Whitebridge,Westpark Place,2.2,
2016-3-3 11:04,2016-3-3 11:10,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies
2016-3-3 14:44,2016-3-3 14:58,Business,Whitebridge,Northwoods,5.2,Meal/Entertain
2016-3-3 15:27,2016-3-3 15:48,Business,Cary,Raleigh,7.6,Customer Visit
2016-3-3 16:02,2016-3-3 16:42,Business,Raleigh,Cary,17.3,Meeting
2016-3-4 7:47,2016-3-4 8:06,Business,Cary,Durham,9.9,Meeting
2016-3-4 9:46,2016-3-4 10:03,Business,Durham,Cary,9.9,Customer Visit
2016-3-4 11:46,2016-3-4 12:06,Business,Cary,Durham,10.4,Meeting
2016-3-4 13:03,2016-3-4 13:25,Business,Durham,Cary,10.9,Meeting
2016-3-4 13:40,2016-3-4 14:09,Business,Cary,Raleigh,15.7,Customer Visit
2016-3-4 15:56,2016-3-4 16:08,Business,Raleigh,Raleigh,4.9,Meal/Entertain
2016-3-4 16:16,2016-3-4 16:22,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies
2016-3-4 16:43,2016-3-4 17:12,Business,Raleigh,Cary,13.5,Meeting
2016-3-4 19:02,2016-3-4 19:08,Business,Cary,Morrisville,1.9,Temporary Site
2016-3-4 19:16,2016-3-4 19:25,Business,Morrisville,Cary,2,Meal/Entertain
2016-3-5 11:44,2016-3-5 11:59,Business,Cary,Morrisville,6.5,Meal/Entertain
2016-3-5 12:57,2016-3-5 13:12,Personal,Weston,Weston,4.2,
2016-3-5 14:08,2016-3-5 14:18,Personal,Morrisville,Cary,3.5,
2016-3-5 14:39,2016-3-5 15:01,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain
2016-3-5 16:52,2016-3-5 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain
2016-3-5 17:23,2016-3-5 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain
2016-3-7 9:10,2016-3-7 9:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
2016-3-7 9:23,2016-3-7 9:47,Business,Cary,Raleigh,12.4,Customer Visit
2016-3-7 12:10,2016-3-7 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit
2016-3-7 13:57,2016-3-7 14:18,Business,Meredith Townes,Leesville Hollow,9.4,Meeting
2016-3-7 15:19,2016-3-7 15:45,Business,Raleigh,Cary,11.9,Between Offices
2016-3-8 14:38,2016-3-8 14:55,Business,Whitebridge,Waverly Place,7.2,Between Offices
2016-3-8 15:35,2016-3-8 16:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain
2016-3-8 16:13,2016-3-8 16:25,Personal,Whitebridge,Whitebridge,1.6,
2016-3-10 3:36,2016-3-10 3:53,Business,Cary,Morrisville,8.4,Meeting
2016-3-10 10:08,2016-3-10 10:37,Business,East Austin,West University,12.8,Meeting
2016-3-10 14:39,2016-3-10 14:55,Business,West University,South Congress,2.3,
2016-3-10 16:18,2016-3-10 16:28,Business,South Congress,Arts District,1.6,
2016-3-11 9:47,2016-3-11 9:59,Business,The Drag,Congress Ave District,2,Meal/Entertain
2016-3-11 10:29,2016-3-11 10:36,Business,Congress Ave District,Downtown,0.8,
2016-3-11 11:57,2016-3-11 12:04,Business,Downtown,Red River District,1.2,
2016-3-11 13:43,2016-3-11 13:51,Business,Red River District,Downtown,1,
2016-3-11 19:21,2016-3-11 19:35,Business,South Congress,The Drag,2.1,
2016-3-12 9:13,2016-3-12 9:22,Business,The Drag,South Congress,2.2,
2016-3-12 18:27,2016-3-12 18:37,Personal,South Congress,The Drag,1.9,
2016-3-13 9:07,2016-3-13 9:37,Business,The Drag,Convention Center District,5.7,Meal/Entertain
2016-3-13 18:23,2016-3-13 18:43,Business,South Congress,North Austin,8.4,Meal/Entertain
2016-3-13 20:07,2016-3-13 20:28,Business,Georgian Acres,The Drag,6.2,Meal/Entertain
2016-3-13 20:39,2016-3-13 20:58,Business,The Drag,North Austin,10.5,Meal/Entertain
2016-3-13 21:11,2016-3-13 21:23,Business,North Austin,Coxville,7.2,Meal/Entertain
2016-3-13 22:19,2016-3-13 22:39,Business,Coxville,The Drag,12.5,
2016-3-14 8:34,2016-3-14 8:49,Business,The Drag,South Congress,2,Errand/Supplies
2016-3-14 18:39,2016-3-14 18:55,Business,South Congress,The Drag,2.7,
2016-3-15 8:45,2016-3-15 8:57,Business,The Drag,Convention Center District,2,Meal/Entertain
2016-3-15 20:48,2016-3-15 21:01,Business,Downtown,The Drag,2.8,Meal/Entertain
2016-3-16 11:34,2016-3-16 11:45,Business,The Drag,Congress Ave District,1.7,Meal/Entertain
2016-3-16 14:44,2016-3-16 14:55,Business,Convention Center District,West University,2,
2016-3-16 18:43,2016-3-16 18:56,Business,West University,Congress Ave District,2.1,Meal/Entertain
2016-3-17 0:33,2016-3-17 0:44,Personal,Downtown,The Drag,1.7,
2016-3-17 12:52,2016-3-17 15:11,Business,Austin,Katy,136,Customer Visit
2016-3-17 15:16,2016-3-17 15:58,Business,Katy,Houston,30.2,Meeting
2016-3-17 17:20,2016-3-17 18:02,Business,Midtown,Alief,15.5,Meal/Entertain
2016-3-17 18:47,2016-3-17 19:09,Personal,Houston,Houston,4.9,
2016-3-17 20:57,2016-3-17 21:28,Personal,Houston,Houston,12.6,
2016-3-17 21:48,2016-3-17 22:04,Personal,Sharpstown,Midtown,10.4,
2016-3-18 7:15,2016-3-18 7:21,Business,Midtown,Midtown,1.1,Meal/Entertain
2016-3-18 8:35,2016-3-18 8:43,Business,Midtown,Midtown,1.1,Meal/Entertain
2016-3-18 18:24,2016-3-18 19:08,Business,Midtown,Sharpstown,13.2,Meeting
2016-3-18 19:23,2016-3-18 19:29,Business,Sharpstown,Sharpstown,1,Errand/Supplies
2016-3-18 21:01,2016-3-18 21:15,Business,Sharpstown,Midtown,9.2,Customer Visit
2016-3-19 9:10,2016-3-19 9:25,Business,Midtown,Sharpstown,9.4,Meal/Entertain
2016-3-19 12:50,2016-3-19 13:13,Business,Houston,Sugar Land,12,Customer Visit
2016-3-19 14:01,2016-3-19 14:57,Business,Sugar Land,Houston,35.1,Customer Visit
2016-3-19 15:34,2016-3-19 16:38,Business,Houston,Galveston,36.5,Meal/Entertain
2016-3-19 17:17,2016-3-19 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain
2016-3-19 17:37,2016-3-19 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies
2016-3-19 17:52,2016-3-19 18:00,Business,Port Bolivar,Port Bolivar,1.2,
2016-3-19 18:53,2016-3-19 19:29,Business,Port Bolivar,Galveston,7.5,Meeting
2016-3-19 19:33,2016-3-19 20:39,Business,Galveston,Houston,57,Customer Visit
2016-3-20 7:37,2016-3-20 7:48,Business,Midtown,Washington Avenue,5.9,Meeting
2016-3-20 11:42,2016-3-20 11:56,Business,Washington Avenue,Midtown,6.2,Meeting
2016-3-20 17:08,2016-3-20 17:34,Business,Midtown,Sharpstown,10.4,
2016-3-20 18:34,2016-3-20 18:40,Personal,Sharpstown,Briar Meadow,1.2,
2016-3-20 18:45,2016-3-20 19:06,Business,Briar Meadow,Midtown,9.6,Customer Visit
2016-3-21 10:21,2016-3-21 10:26,Personal,Midtown,Downtown,1,
2016-3-21 16:05,2016-3-21 16:13,Business,Downtown,Midtown,0.9,Meal/Entertain
2016-3-21 18:59,2016-3-21 19:15,Business,Midtown,Sharpstown,8.8,
2016-3-21 20:18,2016-3-21 20:55,Business,Sharpstown,Midtown,25.6,Meal/Entertain
2016-3-22 6:17,2016-3-22 6:43,Business,Midtown,Greater Greenspoint,23,Meal/Entertain
2016-3-22 12:06,2016-3-22 12:24,Personal,Morrisville,Cary,8.1,
2016-3-22 19:12,2016-3-22 19:25,Personal,Whitebridge,Whitebridge,1.4,
2016-3-23 14:37,2016-3-23 14:42,Personal,Whitebridge,Preston,1.7,
2016-3-23 14:53,2016-3-23 14:59,Personal,Preston,Whitebridge,1.6,
2016-3-24 19:47,2016-3-24 19:54,Personal,Whitebridge,Westpark Place,2,
2016-3-24 20:34,2016-3-24 20:40,Business,Westpark Place,Whitebridge,2.2,
2016-3-25 13:24,2016-3-25 16:22,Business,Cary,Latta,144,Customer Visit
2016-3-25 16:52,2016-3-25 22:22,Business,Latta,Jacksonville,310.3,Customer Visit
2016-3-25 22:54,2016-3-26 1:39,Business,Jacksonville,Kissimmee,201,Meeting
2016-3-26 14:05,2016-3-26 14:29,Personal,Couples Glen,Isles of Buena Vista,6.7,
2016-3-26 15:19,2016-3-26 15:49,Personal,Kissimmee,Orlando,8.8,
2016-3-26 16:26,2016-3-26 16:30,Personal,Lake Reams,Lake Reams,1.2,
2016-3-27 0:31,2016-3-27 0:40,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies
2016-3-27 1:11,2016-3-27 1:23,Business,Orlando,Kissimmee,6.6,Meal/Entertain
2016-3-27 15:31,2016-3-27 15:56,Business,Kissimmee,Orlando,6.1,Customer Visit
2016-3-27 21:26,2016-3-27 21:41,Personal,Orlando,Orlando,6.9,
2016-3-27 23:04,2016-3-27 23:18,Personal,Orlando,Kissimmee,7.3,
2016-3-28 12:29,2016-3-28 12:42,Personal,Kissimmee,Orlando,3.6,
2016-3-28 19:30,2016-3-28 20:23,Personal,Couples Glen,Vista East,27.2,
2016-3-28 22:55,2016-3-28 23:26,Personal,Orlando,Kissimmee,25.7,
2016-3-29 15:27,2016-3-29 16:11,Personal,Kissimmee,Orlando,13.6,
2016-3-29 18:20,2016-3-29 18:39,Personal,Sand Lake Commons,Sky Lake,6.2,
2016-3-29 20:29,2016-3-29 20:44,Personal,Sky Lake,Sand Lake Commons,6,
2016-3-29 23:04,2016-3-29 23:21,Personal,Orlando,Kissimmee,13.8,
2016-3-30 22:05,2016-3-30 22:55,Business,Orlando,Kissimmee,28.8,Meal/Entertain
2016-3-31 12:47,2016-3-31 13:22,Business,Kissimmee,Orlando,16.1,Temporary Site
2016-3-31 14:37,2016-3-31 15:09,Business,Orlando,Kissimmee,16.4,Meal/Entertain
2016-4-1 13:43,2016-4-1 14:01,Business,Kissimmee,Kissimmee,11,Meeting
2016-4-1 14:36,2016-4-1 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit
2016-4-1 16:01,2016-4-1 16:49,Business,Orlando,Kissimmee,20.3,Meeting
2016-4-1 16:52,2016-4-1 16:57,Personal,Kissimmee,Kissimmee,0.7,
2016-4-2 8:48,2016-4-2 9:04,Personal,Kissimmee,Kissimmee,5.5,
2016-4-2 11:01,2016-4-2 11:16,Personal,Kissimmee,Kissimmee,5.1,
2016-4-2 12:21,2016-4-2 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
2016-4-2 16:57,2016-4-2 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
2016-4-2 19:38,2016-4-2 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit
2016-4-2 23:11,2016-4-3 1:34,Business,Ridgeland,Florence,144,Meeting
2016-4-3 2:00,2016-4-3 4:16,Business,Florence,Cary,159.3,Meeting
2016-4-5 21:39,2016-4-5 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
2016-4-6 0:19,2016-4-6 0:39,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
2016-4-7 18:20,2016-4-7 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain
2016-4-7 19:45,2016-4-7 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies
2016-4-8 12:30,2016-4-8 12:48,Business,Cary,Durham,10.5,Meeting
2016-4-8 13:34,2016-4-8 13:51,Business,Durham,Cary,8.7,Meal/Entertain
2016-4-8 13:55,2016-4-8 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
2016-4-8 14:43,2016-4-8 15:20,Business,Cary,Raleigh,19.1,Meeting
2016-4-8 16:05,2016-4-8 16:47,Business,Raleigh,Cary,18.6,Meeting
2016-4-12 9:15,2016-4-12 9:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
2016-4-12 9:34,2016-4-12 9:53,Business,Cary,Raleigh,8.9,Meeting
2016-4-12 10:58,2016-4-12 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit
2016-4-12 12:22,2016-4-12 12:44,Business,Raleigh,Morrisville,15.9,Meeting
2016-4-12 13:42,2016-4-12 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain
2016-4-14 7:29,2016-4-14 8:09,Business,Cary,Holly Springs,15.3,Temporary Site
2016-4-14 16:00,2016-4-14 16:43,Business,Holly Springs,Cary,13.7,Temporary Site
2016-4-15 11:36,2016-4-15 12:07,Business,Cary,Raleigh,11.9,Temporary Site
2016-4-15 12:29,2016-4-15 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies
2016-4-15 14:31,2016-4-15 15:01,Business,Raleigh,Cary,15.2,Meeting
2016-4-16 12:59,2016-4-16 13:17,Business,Cary,Morrisville,6,Errand/Supplies
2016-4-16 15:10,2016-4-16 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain
2016-4-19 17:44,2016-4-19 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
2016-4-19 19:57,2016-4-19 20:19,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
2016-4-22 8:25,2016-4-22 9:04,Business,Cary,Raleigh,13.6,Meeting
2016-4-22 10:10,2016-4-22 10:40,Business,Raleigh,Cary,22.5,Meeting
2016-4-22 12:08,2016-4-22 12:28,Business,Cary,Durham,10.4,Meeting
2016-4-22 13:02,2016-4-22 13:26,Business,Durham,Cary,10,Meeting
2016-4-23 17:03,2016-4-23 17:16,Business,Whitebridge,Tanglewood,6,Meal/Entertain
2016-4-23 18:49,2016-4-23 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain
2016-4-24 19:07,2016-4-24 19:16,Business,Cary,Morrisville,3.1,Errand/Supplies
2016-4-24 19:46,2016-4-24 19:52,Business,Chessington,Chessington,1.9,Errand/Supplies
2016-4-24 21:41,2016-4-24 21:50,Business,Morrisville,Cary,4.2,Between Offices
2016-4-27 13:30,2016-4-27 13:40,Business,Whitebridge,Burtrose,4.9,Between Offices
2016-4-27 14:13,2016-4-27 14:25,Business,Burtrose,Whitebridge,4.8,Between Offices
2016-4-28 12:09,2016-4-28 12:34,Business,Cary,Raleigh,12.4,Customer Visit
2016-4-28 13:30,2016-4-28 13:49,Business,Raleigh,Cary,32.8,Customer Visit
2016-4-28 22:10,2016-4-28 22:28,Business,Morrisville,Cary,5.5,Customer Visit
2016-4-29 11:44,2016-4-29 12:01,Business,Cary,Durham,9.9,Meeting
2016-4-29 13:13,2016-4-29 13:34,Business,Durham,Cary,10,Meeting
2016-4-29 18:46,2016-4-29 19:18,Business,Cary,Durham,14.2,Customer Visit
2016-4-29 22:44,2016-4-29 23:19,Business,Durham,Cary,18.2,Meeting
2016-4-30 18:42,2016-4-30 18:57,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain
2016-4-30 22:16,2016-4-30 22:34,Business,Waverly Place,Whitebridge,6.8,
2016-5-1 13:45,2016-5-1 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
2016-5-1 14:26,2016-5-1 14:31,Business,Westpark Place,Whitebridge,2.3,
2016-5-1 17:33,2016-5-1 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices
2016-5-1 17:54,2016-5-1 18:10,Business,Tanglewood,Parkway,7.5,Meeting
2016-5-1 22:38,2016-5-1 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies
2016-5-2 14:14,2016-5-2 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
2016-5-2 15:37,2016-5-2 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
2016-5-3 22:20,2016-5-3 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-5-4 15:16,2016-5-4 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain
2016-5-4 20:55,2016-5-4 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies
2016-5-4 21:30,2016-5-4 21:36,Business,Capitol One,University District,4.5,Meal/Entertain
2016-5-4 22:19,2016-5-4 22:27,Business,University District,Capitol One,5,Meal/Entertain
2016-5-5 21:24,2016-5-5 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain
2016-5-5 22:34,2016-5-5 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies
2016-5-5 23:55,2016-5-6 0:08,Business,Bellevue,Seattle,12.9,Meeting
2016-5-6 5:47,2016-5-6 6:02,Business,Capitol One,Mcvan,14.4,Meeting
2016-5-6 16:45,2016-5-6 16:59,Business,Chapel Hill,Morrisville,17,Meeting
2016-5-6 17:18,2016-5-6 17:44,Business,Morrisville,Cary,7.9,Customer Visit
2016-5-9 6:08,2016-5-9 6:25,Business,Cary,Morrisville,8.4,Customer Visit
2016-5-9 14:39,2016-5-9 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices
2016-5-9 17:58,2016-5-9 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
2016-5-9 19:35,2016-5-9 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit
2016-5-10 9:03,2016-5-10 9:20,Business,Newark,Menlo Park,9.3,Customer Visit
2016-5-10 17:19,2016-5-10 17:31,Business,Menlo Park,Newark,7.9,Customer Visit
2016-5-11 8:35,2016-5-11 9:12,Business,Newark,San Francisco,25.6,Meeting
2016-5-11 21:47,2016-5-11 22:04,Business,Morrisville,Cary,8.1,Meeting
2016-5-14 18:35,2016-5-14 18:39,Business,Cary,Morrisville,3.1,Meal/Entertain
2016-5-14 23:01,2016-5-14 23:05,Business,Morrisville,Cary,3.1,Meal/Entertain
2016-5-17 13:15,2016-5-17 13:23,Business,Whitebridge,Preston,2.8,Errand/Supplies
2016-5-17 13:56,2016-5-17 14:08,Business,Preston,Westpark Place,2.7,Errand/Supplies
2016-5-17 14:34,2016-5-17 14:40,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies
2016-5-18 9:11,2016-5-18 9:41,Business,Cary,Morrisville,8.4,Customer Visit
2016-5-18 13:00,2016-5-18 13:02,Business,Morrisville,Raleigh,7.6,Customer Visit
2016-5-19 14:37,2016-5-19 15:01,Business,Old City,Parkway Museums,2.9,Meal/Entertain
2016-5-20 10:56,2016-5-20 11:07,Business,Old City,Hog Island,11.2,Meeting
2016-5-20 15:43,2016-5-20 16:12,Business,Morrisville,Cary,8.2,Meal/Entertain
2016-5-22 15:39,2016-5-22 15:46,Business,Cary,Morrisville,3,Meal/Entertain
2016-5-22 18:46,2016-5-22 18:53,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-5-23 20:19,2016-5-23 20:27,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
2016-5-23 21:09,2016-5-23 21:21,Business,Savon Height,Whitebridge,3.6,Errand/Supplies
2016-5-27 20:26,2016-5-27 20:30,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
2016-5-27 20:47,2016-5-27 20:53,Business,Savon Height,Kilarney Woods,1.2,
2016-5-27 22:11,2016-5-27 22:14,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
2016-5-28 0:15,2016-5-28 0:21,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
2016-5-28 12:52,2016-5-28 13:06,Business,Cary,Morrisville,6.1,Meal/Entertain
2016-5-28 14:35,2016-5-28 15:04,Business,Morrisville,Cary,11.3,Customer Visit
2016-5-31 13:54,2016-5-31 14:41,Business,Cary,Raleigh,14.9,Meeting
2016-5-31 16:02,2016-5-31 16:39,Business,Raleigh,Cary,14,Meeting
2016-5-31 17:50,2016-5-31 17:59,Business,Westpark Place,Whitebridge,1.8,
2016-6-1 10:19,2016-6-1 10:47,Business,Cary,Morrisville,6.7,Customer Visit
2016-6-1 13:10,2016-6-1 13:39,Business,Morrisville,Cary,9.6,Meeting
2016-6-3 11:29,2016-6-3 11:49,Business,Cary,Durham,10.4,Meeting
2016-6-3 13:08,2016-6-3 13:38,Business,Durham,Cary,9.9,Meeting
2016-6-3 15:31,2016-6-3 15:54,Business,Cary,Morrisville,6,Meal/Entertain
2016-6-3 18:14,2016-6-3 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
2016-6-3 18:41,2016-6-3 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies
2016-6-3 19:36,2016-6-3 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies
2016-6-3 22:47,2016-6-3 23:06,Business,Morrisville,Cary,4,Between Offices
2016-6-5 14:03,2016-6-5 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit
2016-6-5 15:06,2016-6-5 15:22,Business,Cary,Morrisville,7.8,Customer Visit
2016-6-5 15:57,2016-6-5 16:08,Business,Weston,Weston,3.8,Meal/Entertain
2016-6-5 18:05,2016-6-5 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-6-5 21:53,2016-6-5 22:05,Business,Cary,Durham,9.9,Meeting
2016-6-5 23:52,2016-6-6 0:08,Business,Durham,Cary,9.9,Meeting
2016-6-6 15:36,2016-6-6 15:45,Business,Whitebridge,Hazelwood,3,Errand/Supplies
2016-6-6 16:16,2016-6-6 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
2016-6-6 20:06,2016-6-6 20:20,Business,Cary,Apex,5.7,Meal/Entertain
2016-6-6 21:08,2016-6-6 21:37,Business,Apex,Cary,7.2,Meal/Entertain
2016-6-6 21:41,2016-6-6 22:00,Business,Cary,Durham,10.4,Meeting
2016-6-6 23:34,2016-6-6 23:48,Business,Durham,Cary,9.9,Meeting
2016-6-7 21:42,2016-6-7 22:00,Business,Cary,Durham,10.4,Meeting
2016-6-7 23:41,2016-6-8 0:04,Business,Durham,Cary,9.9,Meeting
2016-6-8 8:23,2016-6-8 8:53,Business,Cary,Morrisville,8.7,Meal/Entertain
2016-6-8 12:04,2016-6-8 13:01,Business,Jamaica,New York,22.3,Errand/Supplies
2016-6-8 13:12,2016-6-8 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
2016-6-8 14:31,2016-6-8 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
2016-6-8 16:55,2016-6-8 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain
2016-6-8 17:16,2016-6-8 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies
2016-6-8 17:59,2016-6-8 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies
2016-6-8 20:11,2016-6-8 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies
2016-6-10 15:19,2016-6-10 16:28,Business,New York,Jamaica,16.3,Meeting
2016-6-10 21:47,2016-6-10 22:04,Business,Cary,Durham,10.4,Meeting
2016-6-10 23:53,2016-6-11 0:01,Business,Durham,Cary,9.9,Meeting
2016-6-11 17:08,2016-6-11 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies
2016-6-11 17:34,2016-6-11 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain
2016-6-11 17:50,2016-6-11 17:56,Business,Westpark Place,Whitebridge,1.7,
2016-6-11 21:45,2016-6-11 22:04,Business,Cary,Durham,10.4,Meeting
2016-6-11 23:39,2016-6-12 0:05,Business,Durham,Cary,9.9,Meeting
2016-6-12 19:53,2016-6-12 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain
2016-6-12 20:05,2016-6-12 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies
2016-6-12 21:58,2016-6-12 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies
2016-6-13 5:23,2016-6-13 5:42,Business,Cary,Morrisville,8.4,Meal/Entertain
2016-6-13 14:17,2016-6-13 14:46,Business,Oakland,Emeryville,13.2,Meeting
2016-6-13 18:08,2016-6-13 18:47,Business,Emeryville,Berkeley,3.9,Meal/Entertain
2016-6-13 18:54,2016-6-13 19:23,Business,Berkeley,Oakland,5.1,Meal/Entertain
2016-6-13 20:00,2016-6-13 20:05,Business,Oakland,Unknown Location,5.2,Customer Visit
2016-6-14 12:03,2016-6-14 12:21,Business,Emeryville,San Francisco,9.8,
2016-6-14 16:09,2016-6-14 16:39,Business,San Francisco,Emeryville,11.6,Meeting
2016-6-14 17:15,2016-6-14 17:24,Business,Emeryville,Oakland,5.1,Meeting
2016-6-14 17:27,2016-6-14 17:57,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies
2016-6-15 1:46,2016-6-15 2:06,Business,Kenner,New Orleans,12.4,Between Offices
2016-6-15 15:26,2016-6-15 15:34,Business,CBD,Lower Garden District,1.9,Between Offices
2016-6-15 16:37,2016-6-15 17:02,Business,Lower Garden District,Lakeview,6.4,Customer Visit
2016-6-15 17:29,2016-6-15 17:49,Personal,Lakeview,Storyville,5.5,
2016-6-15 19:52,2016-6-15 19:58,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain
2016-6-16 13:36,2016-6-16 14:30,Business,New Orleans,Metairie,14.5,
2016-6-16 14:42,2016-6-16 14:46,Business,Metairie,Kenner,2.7,
2016-6-16 15:17,2016-6-16 15:41,Business,Kenner,New Orleans,15,
2016-6-16 19:39,2016-6-16 19:56,Business,New Orleans,Kenner,12.9,
2016-6-16 21:43,2016-6-16 21:56,Business,Kenner,New Orleans,13.6,
2016-6-17 16:11,2016-6-17 16:44,Business,New Orleans,Kenner,12.2,
2016-6-18 0:29,2016-6-18 0:51,Business,Morrisville,Cary,8.7,
2016-6-19 2:39,2016-6-19 2:50,Business,Cary,Raleigh,6,
2016-6-19 5:51,2016-6-19 6:00,Business,Raleigh,Cary,5.9,
2016-6-21 15:39,2016-6-21 16:08,Business,Cary,Raleigh,19.3,
2016-6-21 17:11,2016-6-21 18:02,Business,Raleigh,Cary,16.6,Meal/Entertain
2016-6-24 10:41,2016-6-24 10:57,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain
2016-6-24 11:54,2016-6-24 12:01,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
2016-6-24 12:19,2016-6-24 12:37,Business,Cary,Raleigh,8.6,Errand/Supplies
2016-6-24 12:50,2016-6-24 13:12,Business,Raleigh,Morrisville,9,Errand/Supplies
2016-6-24 13:18,2016-6-24 13:27,Business,Morrisville,Cary,3.1,Errand/Supplies
2016-6-24 14:01,2016-6-24 14:20,Business,Cary,Morrisville,8.4,Temporary Site
2016-6-24 20:44,2016-6-24 21:02,Business,Kenner,New Orleans,12.8,
2016-6-25 9:03,2016-6-25 9:12,Business,CBD,Bywater,4.5,
